Id,Predicted
4,2510.414380307902
6,2519.732630080233
8,2673.6406795079415
9,2437.912455016327
11,2511.730075516174
15,2490.361711293601
19,2397.2326304916664
20,2469.139865259865
32,2461.4203608818793
33,2405.4722297977437
40,2602.4153422308736
42,2412.2380879840543
46,2526.9005896179897
50,2549.5704720169474
57,2536.293819527066
59,2463.4298265341936
66,2621.547673901424
73,2573.1684494679025
78,2461.561914206772
91,2424.423680737831
93,2603.788153773818
101,2400.023038336742
102,2518.3461981959094
106,2572.6423796485956
111,2549.0599560792384
113,2450.4771367567528
114,2567.335613331125
118,2578.6639920382295
119,2587.6833444515605
126,2572.012110039102
127,2383.0332268232805
138,2431.451440628633
143,2464.476900764722
145,2601.328163290427
148,2587.908877908973
151,2466.2678450259205
153,2526.3021769195716
157,2634.350784155446
159,2496.653967057454
165,2428.851693943982
170,2434.9555498884906
171,2482.166444368113
173,2447.5177140048977
177,2527.9237583083623
183,2529.254408469504
199,2564.4712306155225
225,2568.2520536589427
231,2482.65500662008
232,2548.88257497396
233,2416.0679346817433
238,2653.64400942105
244,2670.9034694501042
245,2506.9612226607433
247,2457.0630784199952
248,2423.7971580511344
250,2376.542840043321
254,2521.5718116035887
255,2575.143840982212
256,2589.343305579222
257,2435.9365554619376
258,2349.5730089791605
259,2428.2365721626998
263,2520.678559693513
266,2437.0206910313473
267,2454.6238849876863
273,2569.6552983773768
274,2522.129158210178
276,2542.032058483539
285,2573.8457751115934
286,2655.1997191513533
288,2432.39472339428
299,2550.088144620941
305,2580.45157572464
307,2552.1434596150334
312,2591.8441184144613
314,2554.8523597334192
315,2476.9142282487505
316,2569.179929226221
323,2598.5189934295536
326,2555.4690522333112
327,2389.951155572362
327,2408.469261107927
327,2404.033615086624
327,2404.033615086624
327,2420.2810783900127
327,2404.033615086624
327,2420.2810783900127
329,2667.553953599618
330,2522.687693439425
331,2444.429038121346
333,2504.202087383534
336,2579.924907320729
337,2452.0223686992417
338,2471.7478277139053
340,2532.338146306481
344,2576.69303900909
346,2536.2997166112873
349,2484.5485851863596
350,2534.761236430443
359,2613.74710596897
361,2658.6375418850507
363,2562.018611960644
365,2523.060718573211
373,2412.8151681478744
376,2529.2816619279897
382,2476.5946709867585
387,2422.8339103653425
388,2540.2215143382286
392,2439.4299962017126
394,2470.8410309219284
399,2370.5761964852372
406,2478.890589874141
408,2498.7174171249717
419,2573.628705534117
422,2585.6186080031785
425,2519.3341790439317
427,2461.4510204947424
433,2585.4230273477333
442,2494.7635885660784
451,2526.1921424370103
457,2506.742361988867
458,2443.0313945747203
459,2370.0529932075087
462,2432.6225427757117
472,2538.6146159172463
474,2448.810449586126
487,2534.6871985010434
491,2406.7034780841645
493,2595.019059625629
494,2497.5903718784666
499,2521.1337213403676
502,2573.208502736986
503,2560.2196787618273
504,2443.634976008708
508,2494.8350453981398
513,2427.1344540217947
524,2668.117152943474
525,2435.731362184271
528,2613.7851796724276
531,2624.225193391468
541,2630.558857786973
551,2560.54884635938
553,2523.1147836352825
580,2397.048876546104
583,2473.7053941764193
586,2549.919658741838
587,2548.491688544369
598,2681.254335858693
602,2448.982624365433
603,2419.9132383612036
605,2493.0611885764665
612,2610.124099206358
613,2336.866563274678
615,2516.594954171924
619,2423.3268831141513
626,2454.7972817466057
632,2528.9044856089313
633,2595.523084814083
638,2545.8249461226615
649,2428.8807391222476
652,2465.012303335591
657,2482.9086698282244
661,2684.7694895990176
663,2510.2076012362018
664,2621.6090559987515
667,2490.10022382429
671,2404.933999579047
672,2388.9811552352485
677,2436.7019707657014
678,2449.794314257931
685,2615.3088403385877
689,2546.7895112586657
697,2410.496159943938
699,2610.124099206358
700,2374.8664263591077
702,2633.4477811691586
707,2426.478109386403
708,2544.8967817094485
710,2467.605763426311
714,2422.694667549945
720,2432.9585226536415
726,2500.3841594291994
727,2470.283842256201
728,2439.731760491583
730,2611.9780315247044
731,2394.636161582064
732,2498.8655628616066
734,2433.6099044094985
738,2535.0467020262704
742,2431.1349731108958
750,2552.05568060282
751,2618.452408022784
752,2509.486139096995
753,2439.010240382507
765,2490.8128428639016
766,2707.0946489610033
768,2550.088144620941
769,2535.0116346750146
773,2543.360797041888
775,2549.2056146119826
778,2376.7900406930216
779,2397.8939716681734
789,2409.9480969675865
790,2501.766974369158
794,2522.7025294172504
803,2516.4834762933124
809,2396.2250625556544
817,2453.2309514859476
820,2395.3363963199754
822,2355.2065907897468
833,2475.0010507814827
836,2572.9663236613164
837,2371.1662100497447
839,2517.852013112784
840,2399.1062902639314
842,2600.475529892999
845,2446.748676407608
