Id,Predicted
4,2509.093106484464
6,2520.2609391794904
8,2677.075789517932
9,2437.405415631403
11,2514.6638579034225
15,2491.239354456448
19,2397.841656753143
20,2468.8532741644603
32,2462.765873049968
33,2404.8595540064434
40,2602.9827196009915
42,2412.4106391267665
46,2528.367819972255
50,2548.3659751164773
57,2536.234421967407
59,2465.107441952647
66,2623.576584525634
73,2571.8418455422616
78,2464.145823681702
91,2427.5209386555784
93,2604.974909518484
101,2402.365549811518
102,2517.0869022523784
106,2571.323157912867
111,2546.597331041532
113,2448.901594855722
114,2568.668414170939
118,2578.934191740708
119,2587.285411350029
126,2572.685362373864
127,2383.0213266555334
138,2433.0272838295714
143,2466.1965427920327
145,2598.268415453418
148,2588.344346147096
151,2462.9655195177647
153,2526.688801868524
157,2633.52585604864
159,2494.427258183945
165,2430.339081091378
170,2432.3864478993646
171,2480.4804385835264
173,2446.3631615039835
177,2531.313758503376
183,2533.21841389405
199,2560.257644887993
225,2567.8283937975307
231,2482.4634201785807
232,2548.1167944210333
233,2418.4939456332336
238,2653.1794697175214
244,2669.6746162913955
245,2505.397500067333
247,2460.2480900992655
248,2421.523156862197
250,2376.7011046494026
254,2524.6733805640806
255,2578.041439603889
256,2588.7225594342463
257,2433.4007565812285
258,2349.5025635155434
259,2427.9768796897174
263,2520.3573167772865
266,2435.999261206101
267,2454.2702130067123
273,2572.711131666185
274,2523.0400337448436
276,2542.0067552057726
285,2573.347205253327
286,2652.666477088778
288,2427.145390776352
299,2550.911879748419
305,2579.8006881134556
307,2552.4395199848605
312,2591.8372008388365
314,2555.996940990016
315,2473.5226165555023
316,2568.825060132184
323,2598.5592854771958
326,2554.123738031904
327,2386.0754346447925
327,2410.346256565231
327,2407.1916988978346
327,2407.1916988978346
327,2429.467436979519
327,2407.1916988978346
327,2429.467436979519
329,2671.4421270379335
330,2522.5055217973963
331,2448.039572139068
333,2503.678345575686
336,2580.1503128978316
337,2453.7277241112247
338,2472.0083319132355
340,2532.7671652577096
344,2575.8887987493777
346,2533.118295664347
349,2486.7429429065
350,2535.9366563568265
359,2616.641911883355
361,2655.311781145724
363,2562.5798331709775
365,2522.8134350199753
373,2413.8937581717537
376,2528.9377150357873
382,2477.0912200612274
387,2424.6440394461315
388,2540.7023811298577
392,2445.2035460426564
394,2471.689091380047
399,2370.5286590638543
406,2479.8254289221095
408,2500.8279514525993
419,2575.929163301338
422,2585.725156398992
425,2520.919987237166
427,2459.502217636932
433,2585.934938848856
442,2495.5686788620187
451,2526.2935205304516
457,2507.2355096986603
458,2444.4879256305812
459,2371.0800508736284
462,2434.311022780844
472,2537.264344938627
474,2450.997202105296
487,2535.609812176025
491,2405.9430268966344
493,2592.3141613418134
494,2499.0066626097
499,2520.2378685288045
502,2573.0439678380258
503,2558.2024884652315
504,2444.692176635224
508,2492.663168685123
513,2426.5918347447864
524,2667.371720478013
525,2438.05271867703
528,2617.3450385264314
531,2623.1102115114636
541,2631.0239224551146
551,2561.5353888710615
553,2523.392207673236
580,2391.440478427612
583,2474.132480066991
586,2549.0036630472123
587,2550.000784086507
598,2682.873718308108
602,2448.8977124597773
603,2421.1119990546945
605,2491.362263919703
612,2610.097309832306
613,2339.0475383435
615,2516.1869733992294
619,2423.4355659850453
626,2453.507994822158
632,2528.2752551401836
633,2598.8398728352267
638,2543.3068003434378
649,2433.2513219853195
652,2465.1227295173803
657,2486.124050104293
661,2684.4777772205257
663,2511.1918477643612
664,2620.752524643643
667,2490.542146884381
671,2408.6148880814176
672,2388.8700316672844
677,2441.458233195242
678,2451.3521919531167
685,2614.6991936168015
689,2546.6198003915656
697,2410.0235347278813
699,2610.097309832306
700,2375.41897271114
702,2635.129908969905
707,2425.0282481719746
708,2543.783349844169
710,2467.2614605307126
714,2422.807257098297
720,2431.1510799322423
726,2496.4770203439507
727,2468.8072606694977
728,2444.9965058424727
730,2611.2094067892153
731,2396.225872212258
732,2498.4541687209385
734,2434.7626815786216
738,2534.5417610701743
742,2429.583573070128
750,2547.719601520229
751,2616.2064770597563
752,2509.280504403806
753,2442.2203691170876
765,2487.6922726083026
766,2705.6458553276875
768,2550.911879748419
769,2534.789321196237
773,2545.2752431439662
775,2549.1465470655485
778,2378.0711011292087
779,2401.2107111497185
789,2407.9517165249717
790,2497.433666214636
794,2524.6750758215917
803,2520.659160013337
809,2394.2918536128022
817,2458.5144396609408
820,2393.075781660994
822,2355.7890323220563
833,2474.42954637184
836,2571.9337849229396
837,2373.1346264688
839,2516.094310805542
840,2402.522641861602
842,2600.735360671774
