Id,Predicted
4,2508.917321679988
6,2519.117848187537
8,2674.9233712336213
9,2436.7850054889063
11,2510.677658633912
15,2490.099385906936
19,2397.332351294807
20,2471.181460517059
32,2462.222683195407
33,2404.444212386766
40,2602.7817143708135
42,2412.712550378328
46,2526.527741111309
50,2548.1622556739694
57,2533.446698052681
59,2463.5843027919
66,2621.8319478107815
73,2573.495956458247
78,2461.959411849288
91,2427.083396160556
93,2605.205908337891
101,2401.819640302768
102,2518.1320516744086
106,2572.0390816853082
111,2548.7181875158562
113,2450.3014128424925
114,2567.683244765388
118,2578.4266251257372
119,2587.081857832064
126,2573.00721561353
127,2382.65486160263
138,2432.228934145421
143,2464.772933933482
145,2598.7815484682396
148,2588.541794789047
151,2466.5086641367893
153,2527.480100351893
157,2632.6029413978536
159,2495.857740672698
165,2429.504709254408
170,2433.251398179899
171,2482.8983913578472
173,2451.936624271932
177,2530.187033277872
183,2534.5000529309345
199,2564.1088625125967
225,2567.5046049935963
231,2482.6221586323477
232,2547.5947397616537
233,2422.320932793692
238,2653.555826888492
244,2669.870398029553
245,2506.5826204834134
247,2459.5413319070954
248,2423.285651973779
250,2378.6527942623898
254,2524.596947324247
255,2573.40595046962
256,2589.659546326946
257,2434.207177408018
258,2351.929292813733
259,2427.99478057353
263,2519.870162658328
266,2436.4739185623735
267,2454.671608203504
273,2570.7618245736517
274,2521.5383726094974
276,2540.319837478031
285,2572.246925615888
286,2653.143086536641
288,2428.9767781508926
299,2550.1378511829657
305,2580.1794324478597
307,2554.515272861122
312,2591.4373258264545
314,2555.3124976169934
315,2475.069801865157
316,2567.0996424101313
323,2601.78615100193
326,2552.8701883968524
327,2403.7746642250613
329,2672.0998146645634
330,2522.394376053481
331,2447.4136096329576
333,2503.0468636151127
336,2578.9634115989597
337,2452.9330611104965
338,2470.456463754977
340,2533.29544941689
344,2577.7131191506273
346,2535.1888384189847
349,2486.555833936974
350,2536.683259409779
359,2613.5977936383174
361,2657.383861213795
363,2563.062855404532
365,2520.928122740609
373,2412.9085846829034
376,2528.1686716342183
382,2478.269654607172
387,2422.960591908051
388,2539.507437140494
392,2443.829005044422
394,2472.6106031934028
399,2370.7720365886803
406,2478.693964539132
408,2498.955028868379
419,2575.4218010436193
422,2585.618126650701
425,2517.2059180364063
427,2462.737331612367
433,2585.6899615476277
442,2494.6490428958564
451,2524.0558024199995
457,2507.5385593323067
458,2447.0100813598265
459,2370.0091302828773
462,2434.1654828014794
472,2537.878071452052
474,2449.628453429159
487,2535.2096433289103
491,2405.022270840367
493,2594.828575670508
494,2499.9888823114316
499,2521.0994970895304
502,2571.7423686429233
503,2559.6371264270056
504,2444.5407143198277
508,2490.994123459637
513,2424.896767515653
524,2669.0191212955965
525,2434.4423763674954
528,2616.732552351905
531,2624.1166471947995
541,2630.0353317794966
551,2562.229230362554
553,2523.8353643612586
580,2391.7776496526503
583,2474.847929138139
586,2547.100692007114
