Id,Predicted
4,2557.2259730008936
6,2534.4989644636157
8,2581.178396025891
9,2504.021012484543
11,2540.372289641157
15,2532.4907969562573
19,2436.8115543445824
20,2514.9728169791956
32,2473.5730467408466
33,2457.3381727083356
40,2590.43017958349
42,2459.273727902957
46,2480.9298547050707
50,2532.5787462716776
57,2542.6118574265315
59,2520.4233964584005
66,2585.378933748692
73,2529.468808733839
78,2484.798688282271
91,2434.454270147122
93,2589.75289851908
101,2421.9263115820377
102,2585.1353905225396
106,2565.675970788546
111,2535.610669817747
113,2457.728598600576
114,2546.8140032905853
118,2582.7165346094666
119,2574.8291646495622
126,2550.702929190875
127,2423.905355602116
138,2431.621482688651
143,2497.3238798348552
145,2569.3934341810937
148,2600.623609793126
151,2509.7108484611977
153,2568.9925369360512
157,2640.6795185607475
159,2529.4486295378915
165,2479.169842049174
170,2406.029141407881
171,2499.175146475494
173,2478.8458636332593
177,2542.036845328114
183,2479.783290349041
199,2584.290310959456
225,2554.1686764873525
231,2522.0701164596962
232,2510.146257415991
233,2430.0290273962055
238,2598.3495267054727
244,2594.7396485345885
245,2548.7460540543702
247,2503.2975590546766
248,2467.315885024022
250,2470.8074958415605
254,2544.391054361443
255,2588.123742000749
256,2579.9723526272296
257,2496.7910127119994
258,2383.9765835295
259,2538.095004394434
263,2481.420605468274
266,2462.606377112312
267,2452.0869755861304
273,2543.561195583729
274,2542.492629070762
276,2505.802312532807
285,2579.2411102496794
286,2594.1254233385243
288,2443.5731543576585
299,2556.609283987068
305,2547.491284354995
307,2554.5541729600027
312,2592.8839841096806
314,2555.9320029226583
315,2504.6315446806298
316,2598.303816324792
323,2591.227804149658
326,2532.3207164995374
327,2356.4870337287603
329,2658.5517764070387
330,2548.614311337642
331,2501.607172788892
333,2532.402248947593
336,2587.5107560526826
337,2500.555249516338
338,2481.0119129331742
340,2570.011338530206
344,2545.250286375133
346,2546.013513249397
349,2493.0015183920095
350,2550.281019050105
359,2531.72057715193
361,2664.642071105287
363,2568.547270265475
365,2549.7390331610777
373,2412.155300872008
376,2584.9604675818537
382,2531.589412334306
387,2434.7539853040107
388,2505.125031468397
392,2465.702086357012
394,2472.437133313799
399,2451.497753390312
406,2548.3261722903467
408,2506.515818693206
419,2591.8698651860445
422,2586.886089842379
425,2502.8412279996355
427,2452.282481328504
433,2575.7338414849464
442,2514.9461306108137
451,2524.0612261215238
457,2489.2601122818737
458,2451.886232921047
459,2377.606335865474
462,2423.6736497527536
472,2527.2675808927493
474,2492.722539696973
487,2551.4400007065856
491,2460.8286760401165
493,2589.377208176933
494,2552.3246934604854
499,2487.548092986989
502,2554.762798459296
503,2539.116628084067
504,2456.7065917109335
508,2492.705949254502
513,2402.2891307639075
524,2592.0054526708986
525,2459.9336808015637
528,2589.2413449107476
531,2597.7459642712743
541,2584.4728880835505
551,2554.898361163076
553,2549.3009231460783
580,2443.798753163092
583,2499.7377881926272
586,2516.985788594229
587,2544.429996556739
598,2702.759335933556
602,2469.335032435052
603,2463.088203149469
605,2458.907961239313
612,2538.723887289627
613,2353.75000014163
615,2542.868113537453
619,2461.46413091439
626,2496.584404823645
632,2560.682245851739
633,2575.9334470468616
638,2552.723960403388
649,2449.453801708158
652,2488.542552627991
657,2539.4674281470166
661,2592.4275468446335
663,2507.8252224291973
664,2565.508346414991
667,2510.176577027843
671,2438.0094732034568
672,2470.181766286541
677,2485.9836357222966
678,2485.2664888276795
685,2569.5693748530266
689,2513.712506299773
697,2396.013195408163
699,2538.723887289627
700,2396.506413796259
702,2592.724009298121
707,2447.2884026099127
708,2548.452170799243
710,2488.9254652289383
714,2411.496852614166
720,2450.4452142953623
726,2460.1378038442235
727,2492.6697099374646
728,2479.941830748091
730,2581.4754740088156
731,2394.9903595204914
732,2525.2103337272215
734,2446.424496530053
738,2516.7018890541376
742,2444.7223156586674
750,2527.5010537191374
751,2583.0384431275706
752,2527.684861814887
753,2474.9024266902175
765,2512.5087074532753
766,2735.7000698819697
768,2556.609283987068
769,2540.1924974134868
773,2496.6954204119843
775,2533.1761543890216
778,2439.6531615786357
779,2428.717625154439
789,2382.2122463683777
790,2532.2700608100913
794,2511.359290893711
803,2511.504149836977
809,2412.2455479918503
817,2449.158481473387
820,2458.9930584415674
822,2339.678110040958
833,2464.1826445579954
836,2575.8280103480042
837,2431.1304447554194
839,2570.9873318787736
840,2424.8221093374173
842,2569.825481651733
845,2501.931979941543
853,2548.005610326268
857,2578.3019485413492
866,2509.6766089784537
867,2545.7079451138297
868,2461.220062929268
871,2530.604447097136
877,2408.479232777156
882,2592.8590453444026
885,2397.6264248125453
887,2555.5864518778767
890,2515.27222928652
895,2488.0882813791095
896,2456.6775950634346
905,2399.8651792790156
912,2498.887091358036
913,2499.8047851143747
920,2588.358590441925
928,2519.450184739928
932,2470.7807672808694
938,2535.2342996226057
942,2540.5985927128063
953,2614.753046637758
954,2562.4453697031686
955,2578.203043756851
958,2441.3699890006546
960,2542.2148128810713
972,2493.3526453254444
977,2706.2335495149573
984,2438.805889360873
994,2493.520824651864
995,2491.030014179662
1007,2500.1955810040886
1011,2552.6424125429
1014,2441.796727248755
1015,2530.3135106678915
1016,2533.5957656678665
1021,2471.0008589586096
1028,2436.713715822053
1034,2695.886234414341
1038,2452.771085602308
1044,2466.8658076770785
1046,2455.657105518272
1048,2453.4388017037727
1049,2542.066709028386
1051,2470.0385294065513
1052,2550.682528382572
1054,2527.6979619286867
1059,2522.4054947059
1060,2544.279804530497
1068,2426.5072096381246
1069,2451.8427450453305
1071,2382.6185863719006
1077,2456.1565741055515
1082,2376.793988534781
1091,2547.907286079092
1094,2466.135666721167
1098,2539.1532292321435
1105,2383.4498273463164
1109,2585.3692076875604
1112,2428.3415324195935
1115,2505.1394873649833
